Symbol,Date,Open,High,Low,Close,Volume
LOWN.IDX,06-Apr-2021,1,1,1,1,0
LOWQ.IDX,06-Apr-2021,2,2,2,2,0
LOWS.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,0
LOWU.IDX,06-Apr-2021,23,23,23,23,0
LOWV.IDX,06-Apr-2021,1,1,1,1,0
M1DA.IDX,06-Apr-2021,8,8,8,8,19700
M1DB.IDX,06-Apr-2021,6,6,6,6,2800
M1DC.IDX,06-Apr-2021,125,125,125,125,202400
M1DE.IDX,06-Apr-2021,534,534,534,534,206700
M1DF.IDX,06-Apr-2021,7,7,7,7,5800
M1DG.IDX,06-Apr-2021,239,239,239,239,100600
M1DH.IDX,06-Apr-2021,435,435,435,435,448700
M1DI.IDX,06-Apr-2021,33,33,33,33,7400
M1DJ.IDX,06-Apr-2021,10,10,10,10,2800
M1DK.IDX,06-Apr-2021,18,18,18,18,7400
M1DL.IDX,06-Apr-2021,1,1,1,1,323100
M1DM.IDX,06-Apr-2021,7,7,7,7,3200
M1DN.IDX,06-Apr-2021,268,268,268,268,200400
M1DO.IDX,06-Apr-2021,28,28,28,28,10000
M1DP.IDX,06-Apr-2021,138,138,138,138,49800
M1DQ.IDX,06-Apr-2021,160,160,160,160,302300
M1DR.IDX,06-Apr-2021,6,6,6,6,2900
M1DS.IDX,06-Apr-2021,21,21,21,21,6200
M1DT.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2300
M1DU.IDX,06-Apr-2021,32,32,32,32,335700
M1DV.IDX,06-Apr-2021,404,404,404,404,436100
M1DW.IDX,06-Apr-2021,7,7,7,7,2600
M1DX.IDX,06-Apr-2021,436,436,436,436,522500
M1DY.IDX,06-Apr-2021,23,23,23,23,6300
M1DZ.IDX,06-Apr-2021,368,368,368,368,283700
M1HA.IDX,06-Apr-2021,14,14,14,14,19700
M1HB.IDX,06-Apr-2021,6,6,6,6,2800
M1HC.IDX,06-Apr-2021,170,170,170,170,202400
M1HE.IDX,06-Apr-2021,576,576,576,576,206700
M1HF.IDX,06-Apr-2021,7,7,7,7,5800
M1HG.IDX,06-Apr-2021,243,243,243,243,100600
M1HH.IDX,06-Apr-2021,493,493,493,493,448700
M1HI.IDX,06-Apr-2021,33,33,33,33,7400
M1HJ.IDX,06-Apr-2021,10,10,10,10,2800
M1HK.IDX,06-Apr-2021,18,18,18,18,7400
M1HL.IDX,06-Apr-2021,62,62,62,62,323100
M1HM.IDX,06-Apr-2021,7,7,7,7,3200
M1HN.IDX,06-Apr-2021,293,293,293,293,200400
M1HO.IDX,06-Apr-2021,28,28,28,28,10000
M1HP.IDX,06-Apr-2021,139,139,139,139,49800
M1HQ.IDX,06-Apr-2021,248,248,248,248,302300
M1HR.IDX,06-Apr-2021,6,6,6,6,2900
M1HS.IDX,06-Apr-2021,21,21,21,21,6200
M1HT.IDX,06-Apr-2021,1,1,1,1,2300
M1HU.IDX,06-Apr-2021,70,70,70,70,335700
M1HV.IDX,06-Apr-2021,485,485,485,485,436100
M1HW.IDX,06-Apr-2021,7,7,7,7,2600
M1HX.IDX,06-Apr-2021,555,555,555,555,522500
M1HY.IDX,06-Apr-2021,23,23,23,23,6300
M1HZ.IDX,06-Apr-2021,405,405,405,405,283700
M1LA.IDX,06-Apr-2021,6,6,6,6,19700
M1LB.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
M1LC.IDX,06-Apr-2021,45,45,45,45,202400
M1LE.IDX,06-Apr-2021,42,42,42,42,206700
M1LF.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,5800
M1LG.IDX,06-Apr-2021,4,4,4,4,100600
M1LH.IDX,06-Apr-2021,58,58,58,58,448700
M1LI.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,7400
M1LJ.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
M1LK.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,7400
M1LL.IDX,06-Apr-2021,61,61,61,61,323100
M1LM.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,3200
M1LN.IDX,06-Apr-2021,25,25,25,25,200400
M1LO.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,10000
M1LP.IDX,06-Apr-2021,1,1,1,1,49800
M1LQ.IDX,06-Apr-2021,88,88,88,88,302300
M1LR.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2900
M1LS.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6200
M1LT.IDX,06-Apr-2021,1,1,1,1,2300
M1LU.IDX,06-Apr-2021,38,38,38,38,335700
M1LV.IDX,06-Apr-2021,81,81,81,81,436100
M1LW.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2600
M1LX.IDX,06-Apr-2021,119,119,119,119,522500
M1LY.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6300
M1LZ.IDX,06-Apr-2021,37,37,37,37,283700
M3DA.IDX,06-Apr-2021,3,3,3,3,19700
M3DB.IDX,06-Apr-2021,2,2,2,2,2800
M3DC.IDX,06-Apr-2021,92,92,92,92,202400
M3DE.IDX,06-Apr-2021,313,313,313,313,206700
M3DF.IDX,06-Apr-2021,7,7,7,7,5800
M3DG.IDX,06-Apr-2021,141,141,141,141,100600
M3DH.IDX,06-Apr-2021,275,275,275,275,448700
M3DI.IDX,06-Apr-2021,25,25,25,25,7400
M3DJ.IDX,06-Apr-2021,8,8,8,8,2800
M3DK.IDX,06-Apr-2021,7,7,7,7,7400
M3DL.IDX,06-Apr-2021,3,3,3,3,323100
M3DM.IDX,06-Apr-2021,2,2,2,2,3200
M3DN.IDX,06-Apr-2021,184,184,184,184,200400
M3DO.IDX,06-Apr-2021,16,16,16,16,10000
M3DP.IDX,06-Apr-2021,81,81,81,81,49800
M3DQ.IDX,06-Apr-2021,91,91,91,91,302300
M3DR.IDX,06-Apr-2021,4,4,4,4,2900
M3DS.IDX,06-Apr-2021,5,5,5,5,6200
M3DT.IDX,06-Apr-2021,1,1,1,1,2300
M3DU.IDX,06-Apr-2021,32,32,32,32,335700
M3DV.IDX,06-Apr-2021,246,246,246,246,436100
M3DW.IDX,06-Apr-2021,3,3,3,3,2600
M3DX.IDX,06-Apr-2021,278,278,278,278,522500
M3DY.IDX,06-Apr-2021,17,17,17,17,6300
M3DZ.IDX,06-Apr-2021,231,231,231,231,283700
M3HA.IDX,06-Apr-2021,4,4,4,4,19700
M3HB.IDX,06-Apr-2021,2,2,2,2,2800
M3HC.IDX,06-Apr-2021,108,108,108,108,202400
M3HE.IDX,06-Apr-2021,341,341,341,341,206700
M3HF.IDX,06-Apr-2021,7,7,7,7,5800
M3HG.IDX,06-Apr-2021,142,142,142,142,100600
M3HH.IDX,06-Apr-2021,292,292,292,292,448700
M3HI.IDX,06-Apr-2021,25,25,25,25,7400
M3HJ.IDX,06-Apr-2021,8,8,8,8,2800
M3HK.IDX,06-Apr-2021,7,7,7,7,7400
M3HL.IDX,06-Apr-2021,27,27,27,27,323100
M3HM.IDX,06-Apr-2021,2,2,2,2,3200
M3HN.IDX,06-Apr-2021,190,190,190,190,200400
M3HO.IDX,06-Apr-2021,16,16,16,16,10000
M3HP.IDX,06-Apr-2021,81,81,81,81,49800
M3HQ.IDX,06-Apr-2021,125,125,125,125,302300
M3HR.IDX,06-Apr-2021,4,4,4,4,2900
M3HS.IDX,06-Apr-2021,5,5,5,5,6200
M3HT.IDX,06-Apr-2021,1,1,1,1,2300
M3HU.IDX,06-Apr-2021,44,44,44,44,335700
M3HV.IDX,06-Apr-2021,275,275,275,275,436100
M3HW.IDX,06-Apr-2021,3,3,3,3,2600
M3HX.IDX,06-Apr-2021,319,319,319,319,522500
M3HY.IDX,06-Apr-2021,17,17,17,17,6300
M3HZ.IDX,06-Apr-2021,245,245,245,245,283700
M3LA.IDX,06-Apr-2021,1,1,1,1,19700
M3LB.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
M3LC.IDX,06-Apr-2021,16,16,16,16,202400
M3LE.IDX,06-Apr-2021,28,28,28,28,206700
M3LF.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,5800
M3LG.IDX,06-Apr-2021,1,1,1,1,100600
M3LH.IDX,06-Apr-2021,17,17,17,17,448700
M3LI.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,7400
M3LJ.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
M3LK.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,7400
M3LL.IDX,06-Apr-2021,24,24,24,24,323100
M3LM.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,3200
M3LN.IDX,06-Apr-2021,6,6,6,6,200400
M3LO.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,10000
M3LP.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,49800
M3LQ.IDX,06-Apr-2021,34,34,34,34,302300
M3LR.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2900
M3LS.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6200
M3LT.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2300
M3LU.IDX,06-Apr-2021,12,12,12,12,335700
M3LV.IDX,06-Apr-2021,29,29,29,29,436100
M3LW.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2600
M3LX.IDX,06-Apr-2021,41,41,41,41,522500
M3LY.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6300
M3LZ.IDX,06-Apr-2021,14,14,14,14,283700
M5DA.IDX,06-Apr-2021,57,57,57,57,19700
M5DB.IDX,06-Apr-2021,15,15,15,15,2800
M5DC.IDX,06-Apr-2021,630,630,630,630,202400
M5DE.IDX,06-Apr-2021,1045,1045,1045,1045,206700
M5DF.IDX,06-Apr-2021,12,12,12,12,5800
M5DG.IDX,06-Apr-2021,439,439,439,439,100600
M5DH.IDX,06-Apr-2021,1278,1278,1278,1278,448700
M5DI.IDX,06-Apr-2021,39,39,39,39,7400
M5DJ.IDX,06-Apr-2021,13,13,13,13,2800
M5DK.IDX,06-Apr-2021,24,24,24,24,7400
M5DL.IDX,06-Apr-2021,302,302,302,302,323100
M5DM.IDX,06-Apr-2021,12,12,12,12,3200
M5DN.IDX,06-Apr-2021,789,789,789,789,200400
M5DO.IDX,06-Apr-2021,28,28,28,28,10000
M5DP.IDX,06-Apr-2021,203,203,203,203,49800
M5DQ.IDX,06-Apr-2021,734,734,734,734,302300
M5DR.IDX,06-Apr-2021,10,10,10,10,2900
M5DS.IDX,06-Apr-2021,21,21,21,21,6200
M5DT.IDX,06-Apr-2021,2,2,2,2,2300
M5DU.IDX,06-Apr-2021,290,290,290,290,335700
M5DV.IDX,06-Apr-2021,1290,1290,1290,1290,436100
M5DW.IDX,06-Apr-2021,12,12,12,12,2600
M5DX.IDX,06-Apr-2021,1580,1580,1580,1580,522500
M5DY.IDX,06-Apr-2021,43,43,43,43,6300
M5DZ.IDX,06-Apr-2021,1052,1052,1052,1052,283700
M5HA.IDX,06-Apr-2021,70,70,70,70,19700
M5HB.IDX,06-Apr-2021,16,16,16,16,2800
M5HC.IDX,06-Apr-2021,767,767,767,767,202400
M5HE.IDX,06-Apr-2021,1153,1153,1153,1153,206700
M5HF.IDX,06-Apr-2021,13,13,13,13,5800
M5HG.IDX,06-Apr-2021,485,485,485,485,100600
M5HH.IDX,06-Apr-2021,1510,1510,1510,1510,448700
M5HI.IDX,06-Apr-2021,41,41,41,41,7400
M5HJ.IDX,06-Apr-2021,13,13,13,13,2800
M5HK.IDX,06-Apr-2021,25,25,25,25,7400
M5HL.IDX,06-Apr-2021,458,458,458,458,323100
M5HM.IDX,06-Apr-2021,12,12,12,12,3200
M5HN.IDX,06-Apr-2021,901,901,901,901,200400
M5HO.IDX,06-Apr-2021,37,37,37,37,10000
M5HP.IDX,06-Apr-2021,226,226,226,226,49800
M5HQ.IDX,06-Apr-2021,997,997,997,997,302300
M5HR.IDX,06-Apr-2021,11,11,11,11,2900
M5HS.IDX,06-Apr-2021,32,32,32,32,6200
M5HT.IDX,06-Apr-2021,6,6,6,6,2300
M5HU.IDX,06-Apr-2021,413,413,413,413,335700
M5HV.IDX,06-Apr-2021,1555,1555,1555,1555,436100
M5HW.IDX,06-Apr-2021,13,13,13,13,2600
M5HX.IDX,06-Apr-2021,1968,1968,1968,1968,522500
M5HY.IDX,06-Apr-2021,44,44,44,44,6300
M5HZ.IDX,06-Apr-2021,1207,1207,1207,1207,283700
M5LA.IDX,06-Apr-2021,13,13,13,13,19700
M5LB.IDX,06-Apr-2021,1,1,1,1,2800
M5LC.IDX,06-Apr-2021,137,137,137,137,202400
M5LE.IDX,06-Apr-2021,108,108,108,108,206700
M5LF.IDX,06-Apr-2021,1,1,1,1,5800
M5LG.IDX,06-Apr-2021,46,46,46,46,100600
M5LH.IDX,06-Apr-2021,232,232,232,232,448700
M5LI.IDX,06-Apr-2021,2,2,2,2,7400
M5LJ.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
M5LK.IDX,06-Apr-2021,1,1,1,1,7400
M5LL.IDX,06-Apr-2021,156,156,156,156,323100
M5LM.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,3200
M5LN.IDX,06-Apr-2021,112,112,112,112,200400
M5LO.IDX,06-Apr-2021,9,9,9,9,10000
M5LP.IDX,06-Apr-2021,23,23,23,23,49800
M5LQ.IDX,06-Apr-2021,263,263,263,263,302300
M5LR.IDX,06-Apr-2021,1,1,1,1,2900
M5LS.IDX,06-Apr-2021,11,11,11,11,6200
M5LT.IDX,06-Apr-2021,4,4,4,4,2300
M5LU.IDX,06-Apr-2021,123,123,123,123,335700
M5LV.IDX,06-Apr-2021,265,265,265,265,436100
M5LW.IDX,06-Apr-2021,1,1,1,1,2600
M5LX.IDX,06-Apr-2021,388,388,388,388,522500
M5LY.IDX,06-Apr-2021,1,1,1,1,6300
M5LZ.IDX,06-Apr-2021,155,155,155,155,283700
M6DA.IDX,06-Apr-2021,3,3,3,3,19700
M6DB.IDX,06-Apr-2021,2,2,2,2,2800
M6DC.IDX,06-Apr-2021,98,98,98,98,202400
M6DE.IDX,06-Apr-2021,290,290,290,290,206700
M6DF.IDX,06-Apr-2021,7,7,7,7,5800
M6DG.IDX,06-Apr-2021,123,123,123,123,100600
M6DH.IDX,06-Apr-2021,260,260,260,260,448700
M6DI.IDX,06-Apr-2021,22,22,22,22,7400
M6DJ.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
M6DK.IDX,06-Apr-2021,7,7,7,7,7400
M6DL.IDX,06-Apr-2021,17,17,17,17,323100
M6DM.IDX,06-Apr-2021,2,2,2,2,3200
M6DN.IDX,06-Apr-2021,166,166,166,166,200400
M6DO.IDX,06-Apr-2021,13,13,13,13,10000
M6DP.IDX,06-Apr-2021,67,67,67,67,49800
M6DQ.IDX,06-Apr-2021,108,108,108,108,302300
M6DR.IDX,06-Apr-2021,2,2,2,2,2900
M6DS.IDX,06-Apr-2021,5,5,5,5,6200
M6DT.IDX,06-Apr-2021,1,1,1,1,2300
M6DU.IDX,06-Apr-2021,41,41,41,41,335700
M6DV.IDX,06-Apr-2021,236,236,236,236,436100
M6DW.IDX,06-Apr-2021,2,2,2,2,2600
M6DX.IDX,06-Apr-2021,277,277,277,277,522500
M6DY.IDX,06-Apr-2021,17,17,17,17,6300
M6DZ.IDX,06-Apr-2021,218,218,218,218,283700
M6HA.IDX,06-Apr-2021,4,4,4,4,19700
M6HB.IDX,06-Apr-2021,2,2,2,2,2800
M6HC.IDX,06-Apr-2021,102,102,102,102,202400
M6HE.IDX,06-Apr-2021,315,315,315,315,206700
M6HF.IDX,06-Apr-2021,7,7,7,7,5800
M6HG.IDX,06-Apr-2021,124,124,124,124,100600
M6HH.IDX,06-Apr-2021,264,264,264,264,448700
M6HI.IDX,06-Apr-2021,22,22,22,22,7400
M6HJ.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
M6HK.IDX,06-Apr-2021,7,7,7,7,7400
M6HL.IDX,06-Apr-2021,25,25,25,25,323100
M6HM.IDX,06-Apr-2021,2,2,2,2,3200
M6HN.IDX,06-Apr-2021,169,169,169,169,200400
M6HO.IDX,06-Apr-2021,13,13,13,13,10000
M6HP.IDX,06-Apr-2021,67,67,67,67,49800
M6HQ.IDX,06-Apr-2021,116,116,116,116,302300
M6HR.IDX,06-Apr-2021,2,2,2,2,2900
M6HS.IDX,06-Apr-2021,5,5,5,5,6200
M6HT.IDX,06-Apr-2021,1,1,1,1,2300
M6HU.IDX,06-Apr-2021,42,42,42,42,335700
M6HV.IDX,06-Apr-2021,247,247,247,247,436100
M6HW.IDX,06-Apr-2021,2,2,2,2,2600
M6HX.IDX,06-Apr-2021,289,289,289,289,522500
M6HY.IDX,06-Apr-2021,17,17,17,17,6300
M6HZ.IDX,06-Apr-2021,221,221,221,221,283700
M6LA.IDX,06-Apr-2021,1,1,1,1,19700
M6LB.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
M6LC.IDX,06-Apr-2021,4,4,4,4,202400
M6LE.IDX,06-Apr-2021,25,25,25,25,206700
M6LF.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,5800
M6LG.IDX,06-Apr-2021,1,1,1,1,100600
M6LH.IDX,06-Apr-2021,4,4,4,4,448700
M6LI.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,7400
M6LJ.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
M6LK.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,7400
M6LL.IDX,06-Apr-2021,8,8,8,8,323100
M6LM.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,3200
M6LN.IDX,06-Apr-2021,3,3,3,3,200400
M6LO.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,10000
M6LP.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,49800
M6LQ.IDX,06-Apr-2021,8,8,8,8,302300
M6LR.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2900
M6LS.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6200
M6LT.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2300
M6LU.IDX,06-Apr-2021,1,1,1,1,335700
M6LV.IDX,06-Apr-2021,11,11,11,11,436100
M6LW.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2600
M6LX.IDX,06-Apr-2021,12,12,12,12,522500
M6LY.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6300
M6LZ.IDX,06-Apr-2021,3,3,3,3,283700
MADA.IDX,06-Apr-2021,4,4,4,4,19700
MADB.IDX,06-Apr-2021,2,2,2,2,2800
MADC.IDX,06-Apr-2021,90,90,90,90,202400
MADE.IDX,06-Apr-2021,267,267,267,267,206700
MADF.IDX,06-Apr-2021,7,7,7,7,5800
MADG.IDX,06-Apr-2021,119,119,119,119,100600
MADH.IDX,06-Apr-2021,248,248,248,248,448700
MADI.IDX,06-Apr-2021,20,20,20,20,7400
MADJ.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
MADK.IDX,06-Apr-2021,7,7,7,7,7400
MADL.IDX,06-Apr-2021,21,21,21,21,323100
MADM.IDX,06-Apr-2021,2,2,2,2,3200
MADN.IDX,06-Apr-2021,159,159,159,159,200400
MADO.IDX,06-Apr-2021,13,13,13,13,10000
MADP.IDX,06-Apr-2021,65,65,65,65,49800
MADQ.IDX,06-Apr-2021,106,106,106,106,302300
MADR.IDX,06-Apr-2021,2,2,2,2,2900
MADS.IDX,06-Apr-2021,5,5,5,5,6200
MADT.IDX,06-Apr-2021,1,1,1,1,2300
MADU.IDX,06-Apr-2021,41,41,41,41,335700
MADV.IDX,06-Apr-2021,228,228,228,228,436100
MADW.IDX,06-Apr-2021,2,2,2,2,2600
MADX.IDX,06-Apr-2021,269,269,269,269,522500
MADY.IDX,06-Apr-2021,17,17,17,17,6300
MADZ.IDX,06-Apr-2021,206,206,206,206,283700
MAHA.IDX,06-Apr-2021,4,4,4,4,19700
MAHB.IDX,06-Apr-2021,2,2,2,2,2800
MAHC.IDX,06-Apr-2021,91,91,91,91,202400
MAHE.IDX,06-Apr-2021,288,288,288,288,206700
MAHF.IDX,06-Apr-2021,7,7,7,7,5800
MAHG.IDX,06-Apr-2021,120,120,120,120,100600
MAHH.IDX,06-Apr-2021,249,249,249,249,448700
MAHI.IDX,06-Apr-2021,20,20,20,20,7400
MAHJ.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
MAHK.IDX,06-Apr-2021,7,7,7,7,7400
MAHL.IDX,06-Apr-2021,23,23,23,23,323100
MAHM.IDX,06-Apr-2021,2,2,2,2,3200
MAHN.IDX,06-Apr-2021,160,160,160,160,200400
MAHO.IDX,06-Apr-2021,13,13,13,13,10000
MAHP.IDX,06-Apr-2021,65,65,65,65,49800
MAHQ.IDX,06-Apr-2021,108,108,108,108,302300
MAHR.IDX,06-Apr-2021,2,2,2,2,2900
MAHS.IDX,06-Apr-2021,5,5,5,5,6200
MAHT.IDX,06-Apr-2021,1,1,1,1,2300
MAHU.IDX,06-Apr-2021,41,41,41,41,335700
MAHV.IDX,06-Apr-2021,231,231,231,231,436100
MAHW.IDX,06-Apr-2021,2,2,2,2,2600
MAHX.IDX,06-Apr-2021,272,272,272,272,522500
MAHY.IDX,06-Apr-2021,17,17,17,17,6300
MAHZ.IDX,06-Apr-2021,207,207,207,207,283700
MALA.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,19700
MALB.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
MALC.IDX,06-Apr-2021,1,1,1,1,202400
MALE.IDX,06-Apr-2021,21,21,21,21,206700
MALF.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,5800
MALG.IDX,06-Apr-2021,1,1,1,1,100600
MALH.IDX,06-Apr-2021,1,1,1,1,448700
MALI.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,7400
MALJ.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2800
MALK.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,7400
MALL.IDX,06-Apr-2021,2,2,2,2,323100
MALM.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,3200
MALN.IDX,06-Apr-2021,1,1,1,1,200400
MALO.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,10000
MALP.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,49800
MALQ.IDX,06-Apr-2021,2,2,2,2,302300
MALR.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2900
MALS.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6200
MALT.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2300
MALU.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,335700
MALV.IDX,06-Apr-2021,3,3,3,3,436100
MALW.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,2600
MALX.IDX,06-Apr-2021,3,3,3,3,522500
MALY.IDX,06-Apr-2021,0.01,0.01,0.01,0.01,6300
MALZ.IDX,06-Apr-2021,1,1,1,1,283700
MMFD.IDX,06-Apr-2021,78.06,79.89,69.86,70.07,0
MMFI.IDX,06-Apr-2021,63.19,63.97,62.24,62.3,0
MMOF.IDX,06-Apr-2021,83.41,83.56,82.71,82.73,0
MMOH.IDX,06-Apr-2021,75.42,76.56,75.42,75.61,0
MMTH.IDX,06-Apr-2021,85,85.03,84.56,84.63,0
MMTW.IDX,06-Apr-2021,56.16,58.53,53.92,54.06,0
MNFD.IDX,06-Apr-2021,79.63,79.63,79.21,79.23,0
MNFI.IDX,06-Apr-2021,62.89,62.89,62.4,62.49,0
MNOF.IDX,06-Apr-2021,83.43,83.43,83.06,83.12,0
MNOH.IDX,06-Apr-2021,75.73,75.74,75.47,75.61,0
MNTH.IDX,06-Apr-2021,84.89,84.89,84.44,84.54,0
MNTW.IDX,06-Apr-2021,55,55,54.01,54.04,0
MOFD.IDX,06-Apr-2021,45.76,45.76,45.01,45.01,0
MOFI.IDX,06-Apr-2021,52.1,52.1,51.38,51.66,0
MOOF.IDX,06-Apr-2021,78.68,78.68,78.34,78.4,0
MOOH.IDX,06-Apr-2021,69.18,69.18,68.89,69.1,0
MOTH.IDX,06-Apr-2021,82.07,82.07,81.65,81.74,0
MOTW.IDX,06-Apr-2021,32.61,32.61,31.87,31.98,0
MPFD.IDX,06-Apr-2021,54.36,54.72,54.12,54.65,0
MPFI.IDX,06-Apr-2021,58.65,59.28,58.5,59.23,0
MPOF.IDX,06-Apr-2021,79.68,79.95,79.68,79.94,0
MPOH.IDX,06-Apr-2021,73.88,74.54,73.88,74.53,0
MPTH.IDX,06-Apr-2021,81.86,82.16,81.86,82.16,0
MPTW.IDX,06-Apr-2021,47.38,48,47.04,47.97,0
MTFD.IDX,06-Apr-2021,81.59,81.59,73.24,75.03,0
MTFI.IDX,06-Apr-2021,66.46,68.98,66.46,67.88,0
MTOF.IDX,06-Apr-2021,81.18,82.34,81.08,82.34,0
MTOH.IDX,06-Apr-2021,76.07,79.08,76.07,78.84,0
MTTH.IDX,06-Apr-2021,82.61,84.5,82.61,84.32,0
MTTW.IDX,06-Apr-2021,67.48,67.48,63.45,64.99,0
MUFD.IDX,06-Apr-2021,77.25,77.25,74.69,74.69,0
MUFI.IDX,06-Apr-2021,65.16,66.54,65.16,65.39,0
MUOF.IDX,06-Apr-2021,80.32,81.46,80.32,81.25,0
MUOH.IDX,06-Apr-2021,75.81,77.1,75.81,76.37,0
MUTH.IDX,06-Apr-2021,82.17,83.17,82.17,83.07,0
MUTW.IDX,06-Apr-2021,61.47,61.47,59.2,59.29,0
MVFD.IDX,06-Apr-2021,49.28,49.28,44.63,44.73,0
MVFI.IDX,06-Apr-2021,56.05,58.37,56.05,58.01,0
MVOF.IDX,06-Apr-2021,78.43,79.56,78.43,79.23,0
MVOH.IDX,06-Apr-2021,72.89,75.03,72.89,74.5,0
MVTH.IDX,06-Apr-2021,80.69,81.9,80.69,81.83,0
MVTW.IDX,06-Apr-2021,44.55,46.12,44.55,45.19,0
MWFD.IDX,06-Apr-2021,50.31,51.9,50.15,50.3,0
MWFI.IDX,06-Apr-2021,59.83,61.47,59.83,60.76,0
MWOF.IDX,06-Apr-2021,76.19,78.3,76.19,78.15,0
MWOH.IDX,06-Apr-2021,72.87,74.68,72.87,74.3,0
MWTH.IDX,06-Apr-2021,78.67,80.34,78.67,80.3,0
MWTW.IDX,06-Apr-2021,46.99,48.27,46.99,47.84,0
MYDA.IDX,06-Apr-2021,3,3,3,3,19700
MYDB.IDX,06-Apr-2021,2,2,2,2,2800
MYDC.IDX,06-Apr-2021,96,96,96,96,202400
MYDE.IDX,06-Apr-2021,307,307,307,307,206700
MYDF.IDX,06-Apr-2021,7,7,7,7,5800
MYDG.IDX,06-Apr-2021,140,140,140,140,100600
MYDH.IDX,06-Apr-2021,275,275,275,275,448700
MYDI.IDX,06-Apr-2021,25,25,25,25,7400
MYDJ.IDX,06-Apr-2021,8,8,8,8,2800
MYDK.IDX,06-Apr-2021,7,7,7,7,7400
MYDL.IDX,06-Apr-2021,8,8,8,8,323100
MYDM.IDX,06-Apr-2021,2,2,2,2,3200
MYDN.IDX,06-Apr-2021,183,183,183,183,200400
MYDO.IDX,06-Apr-2021,16,16,16,16,10000
MYDP.IDX,06-Apr-2021,81,81,81,81,49800
MYDQ.IDX,06-Apr-2021,97,97,97,97,302300
MYDR.IDX,06-Apr-2021,4,4,4,4,2900
MYDS.IDX,06-Apr-2021,5,5,5,5,6200
MYDT.IDX,06-Apr-2021,1,1,1,1,2300
MYDU.IDX,06-Apr-2021,34,34,34,34,335700
MYDV.IDX,06-Apr-2021,249,249,249,249,436100
MYDW.IDX,06-Apr-2021,3,3,3,3,2600
MYDX.IDX,06-Apr-2021,283,283,283,283,522500
MYDY.IDX,06-Apr-2021,17,17,17,17,6300
