Symbol,Date,Open,High,Low,Close,Volume
R1TH.IDX,06-Apr-2021,91.1,91.88,91,91.49,0
R1TW.IDX,06-Apr-2021,74.29,79.66,74.29,76.53,0
R2FD.IDX,06-Apr-2021,79.84,80.18,63.38,63.45,0
R2FI.IDX,06-Apr-2021,62.95,63.92,60.76,60.76,0
R2OF.IDX,06-Apr-2021,75.21,75.94,74.26,74.26,0
R2OH.IDX,06-Apr-2021,83.98,84.27,82.79,82.79,0
R2TH.IDX,06-Apr-2021,85.58,85.73,84.99,84.99,0
R2TW.IDX,06-Apr-2021,49.8,52.53,44.93,45.02,0
R3FD.IDX,06-Apr-2021,82.15,83.71,70.59,70.84,0
R3FI.IDX,06-Apr-2021,69.82,71.07,68.72,68.72,0
R3OF.IDX,06-Apr-2021,79.37,80.72,79.37,79.39,0
R3OH.IDX,06-Apr-2021,86.7,87.15,86.27,86.27,0
R3TH.IDX,06-Apr-2021,88.85,89.23,88.68,88.7,0
R3TW.IDX,06-Apr-2021,59.68,63.47,57.36,57.64,0
RTCM.IDX,06-Apr-2021,234.05,234.7,233,234.68,10102400
RTRE.IDX,06-Apr-2021,174.26,174.86,173.36,174.84,5929100
S1FD.IDX,06-Apr-2021,79.2,87.12,72.27,74.25,0
S1FI.IDX,06-Apr-2021,88.11,90.09,87.12,87.12,0
S1OF.IDX,06-Apr-2021,87.12,91.08,86.13,87.12,0
S1OH.IDX,06-Apr-2021,94.05,95.04,93.06,94.05,0
S1TH.IDX,06-Apr-2021,96.03,97.02,96.03,97.02,0
S1TR.IDX,06-Apr-2021,273.16,276.13,271.42,274.32,0
S1TW.IDX,06-Apr-2021,86.13,87.12,80.19,82.17,0
S2TR.IDX,06-Apr-2021,817.31,820.77,810.08,815.42,0
S3TR.IDX,06-Apr-2021,1517.68,1527.02,1512.02,1513.5,0
S4FD.IDX,06-Apr-2021,85.25,90.25,74.5,76.75,0
S4FI.IDX,06-Apr-2021,84,85.75,83.5,84,0
S4OF.IDX,06-Apr-2021,88.5,90,87.75,89,0
S4OH.IDX,06-Apr-2021,92.5,93.5,92.5,92.75,0
S4TH.IDX,06-Apr-2021,93.25,93.75,93,93.25,0
S4TR.IDX,06-Apr-2021,689.96,692.33,687.41,688.18,0
S4TW.IDX,06-Apr-2021,72,78.75,70.5,71.25,0
S5FD.IDX,06-Apr-2021,83.56,89.9,78.81,81.38,0
S5FI.IDX,06-Apr-2021,88.91,91.08,88.51,89.1,0
S5OF.IDX,06-Apr-2021,90.49,92.27,90.29,91.48,0
S5OH.IDX,06-Apr-2021,93.26,94.85,92.87,93.86,0
S5TH.IDX,06-Apr-2021,94.85,95.44,94.65,95.24,0
S5TR.IDX,06-Apr-2021,766.85,776.09,765.09,773.19,0
S5TW.IDX,06-Apr-2021,83.36,85.94,81.78,83.16,0
S6CD.IDX,06-Apr-2021,1046.88,1063.79,1046.69,1050.22,0
S6CS.IDX,06-Apr-2021,2522.87,2549.24,2520.21,2525.11,0
S6EP.IDX,06-Apr-2021,229.69,240.06,229.69,230.91,0
S6FD.IDX,06-Apr-2021,85.38,86.04,68.27,69.93,0
S6FI.IDX,06-Apr-2021,73.25,74.58,70.43,70.59,0
S6FP.IDX,06-Apr-2021,1065.18,1070.67,1058.99,1062.66,0
S6HC.IDX,06-Apr-2021,4465.42,4511.42,4447.97,4451.2,0
S6IP.IDX,06-Apr-2021,1573.15,1590.27,1571.07,1572.26,0
S6MP.IDX,06-Apr-2021,652.98,659.45,648.53,649.47,0
S6OF.IDX,06-Apr-2021,87.54,87.87,85.71,85.88,0
S6OH.IDX,06-Apr-2021,92.35,92.85,92.19,92.35,0
S6TH.IDX,06-Apr-2021,94.35,94.35,93.35,93.68,0
S6TP.IDX,06-Apr-2021,1251.9,1251.9,1235.36,1240.42,0
S6TR.IDX,06-Apr-2021,2150.1,2190.12,2150.1,2179.58,0
S6TW.IDX,06-Apr-2021,52.99,58.63,49,49.16,0
S6UP.IDX,06-Apr-2021,798.46,806.2,797.91,803.36,0
S7TR.IDX,06-Apr-2021,1446.11,1449.53,1441.6,1445.21,0
S8TR.IDX,06-Apr-2021,736.05,749.77,733.45,734.13,0
S9TR.IDX,06-Apr-2021,856.61,863.35,853.49,858.38,0
SAAB.IDX,06-Apr-2021,1833.32,1833.66,1826.23,1832.43,0
SAER.IDX,06-Apr-2021,76.89,77.88,76.87,77.35,0
SAIE.IDX,06-Apr-2021,186.97,188.38,186.87,188.03,0
SAIU.IDX,06-Apr-2021,169.9,171.57,169.6,171.15,0
SAJR.IDX,06-Apr-2021,186.57,187.05,186.33,186.47,0
SAJT.IDX,06-Apr-2021,132.43,132.67,132.16,132.26,0
SAPE.IDX,06-Apr-2021,3978.93,3985.25,3955.66,3968.34,0
SAPT.IDX,06-Apr-2021,115.26,117.5,115.26,117.36,0
SAPU.IDX,06-Apr-2021,3271.83,3276.76,3252.95,3257.06,0
SAQA.IDX,06-Apr-2021,5629.09,5665.29,5622.61,5645.18,0
SAQE.IDX,06-Apr-2021,4217.17,4235.86,4207.4,4221.36,0
SAUE.IDX,06-Apr-2021,178.56,180.85,178.52,179.62,0
SBER.IDX,06-Apr-2021,56.71,57.77,56.71,57.41,0
SBES.IDX,06-Apr-2021,1870.99,1886.38,1870.99,1884.67,0
SBFD.IDX,06-Apr-2021,78.57,92.85,75,89.28,0
SBFI.IDX,06-Apr-2021,89.28,96.42,89.28,92.85,0
SBIX.IDX,06-Apr-2021,391.53,394.71,389.57,392.13,135759400
SBNP.IDX,06-Apr-2021,3488.35,3498.75,3481.15,3487.35,0
SBOF.IDX,06-Apr-2021,92.85,96.42,92.85,96.42,0
SBOH.IDX,06-Apr-2021,96.42,96.42,96.42,96.42,0
SBSE.IDX,06-Apr-2021,2965.33,2984.09,2948.1,2975.29,0
SBSU.IDX,06-Apr-2021,2629.63,2656.82,2620.48,2646.17,0
SBTH.IDX,06-Apr-2021,100,100,100,100,0
SBTR.IDX,06-Apr-2021,62.86,64.03,62.86,63.63,0
SBTW.IDX,06-Apr-2021,78.57,85.71,78.57,82.14,0
SBUP.IDX,06-Apr-2021,7113.03,7169,7102.81,7136.62,0
SCBR.IDX,06-Apr-2021,55.81,56.16,54.78,54.8,0
SCIR.IDX,06-Apr-2021,308.48,309.56,303.56,306.92,0
SCIS.IDX,06-Apr-2021,305.01,306.08,300.14,303.46,0
SCIT.IDX,06-Apr-2021,558.65,560.07,549.21,555.28,0
SCPC.IDX,06-Apr-2021,3221.6,3270.15,3221.6,3247.49,0
SCSC.IDX,06-Apr-2021,4564.53,4582.44,4528.45,4542.39,0
SCSE.IDX,06-Apr-2021,4647.98,4658.27,4588.82,4606.24,0
SCUT.IDX,06-Apr-2021,1621.54,1627.82,1609.06,1615.72,0
SCWP.IDX,06-Apr-2021,319.37,320.31,318.45,320.1,0
SDEW.IDX,06-Apr-2021,2129.41,2145.58,2127.73,2130.48,0
SDIP.IDX,06-Apr-2021,135.33,136.18,135.24,135.51,0
SDIS.IDX,06-Apr-2021,140.88,141.57,140.74,140.96,0
SDIT.IDX,06-Apr-2021,168.22,169.27,168.11,168.44,0
SDPI.IDX,06-Apr-2021,2121.65,2137.06,2117.96,2132.57,0
SDTI.IDX,06-Apr-2021,2678.26,2699.22,2675.1,2693.55,0
SDTR.IDX,06-Apr-2021,1614.34,1628.51,1611.06,1622.88,0
SDTS.IDX,06-Apr-2021,1099.26,1104.08,1096.56,1104.08,0
SDTT.IDX,06-Apr-2021,1358.64,1358.64,1346.96,1356.19,0
SEAN.IDX,06-Apr-2021,774.74,778.18,773.6,777.05,0
SEBI.IDX,06-Apr-2021,2596.27,2618.14,2595.12,2612.37,0
SECA.IDX,06-Apr-2021,261.34,267.25,261.34,263.89,0
SECB.IDX,06-Apr-2021,212.78,217.61,212.78,214.86,0
SECC.IDX,06-Apr-2021,385.27,393.67,385.26,388.69,0
SEFD.IDX,06-Apr-2021,69.56,82.6,17.39,26.08,0
SEFI.IDX,06-Apr-2021,82.6,82.6,78.26,78.26,0
SEIB.IDX,06-Apr-2021,2984.47,3006.68,2984.45,2999.3,0
SEIE.IDX,06-Apr-2021,338.6,341.43,338.18,339.27,0
SEIT.IDX,06-Apr-2021,161.75,162.81,161.64,162.42,0
SEIU.IDX,06-Apr-2021,339.69,343,339.16,341.15,0
SEMT.IDX,06-Apr-2021,1934.63,1934.63,1921.08,1926.84,0
SEOF.IDX,06-Apr-2021,91.3,95.65,91.3,91.3,0
SEOH.IDX,06-Apr-2021,100,100,100,100,0
SETH.IDX,06-Apr-2021,100,100,100,100,0
SETW.IDX,06-Apr-2021,39.13,52.17,17.39,17.39,0
SFFD.IDX,06-Apr-2021,92.3,95.38,56.92,80,0
SFFI.IDX,06-Apr-2021,95.38,96.92,95.38,96.92,0
SFOF.IDX,06-Apr-2021,98.46,98.46,98.46,98.46,0
SFOH.IDX,06-Apr-2021,98.46,100,98.46,100,0
SFTH.IDX,06-Apr-2021,98.46,100,98.46,100,0
SFTR.IDX,06-Apr-2021,1904.89,1915.2,1895.54,1898.87,0
SFTW.IDX,06-Apr-2021,81.53,86.15,70.76,81.53,0
SG0A.IDX,06-Apr-2021,338.55,341.98,338.55,339.76,0
SG0B.IDX,06-Apr-2021,68.96,69.66,68.96,69.2,0
SG0C.IDX,06-Apr-2021,754.73,762.4,754.73,757.44,0
SG0D.IDX,06-Apr-2021,38.17,38.68,38.17,38.35,0
SG0E.IDX,06-Apr-2021,417.84,423.41,417.84,419.79,0
SG0F.IDX,06-Apr-2021,425.62,428.1,424.76,426.15,0
SG0G.IDX,06-Apr-2021,317.14,318.98,316.49,317.53,0
SG0H.IDX,06-Apr-2021,3469.7,3491.6,3463.96,3475.72,0
SG0I.IDX,06-Apr-2021,335.8,348.02,335.54,339.4,0
SG1A.IDX,06-Apr-2021,498.69,514.91,496.48,502.18,0
SG1B.IDX,06-Apr-2021,399.65,404.32,396.04,396.93,0
SG1C.IDX,06-Apr-2021,8.55,8.65,8.47,8.49,0
SG1D.IDX,06-Apr-2021,93.69,94.79,92.85,93.06,0
SG1E.IDX,06-Apr-2021,140.81,143.86,140.81,143.45,0
SG1F.IDX,06-Apr-2021,27.29,27.88,27.29,27.8,0
SG1G.IDX,06-Apr-2021,58.32,59.58,58.32,59.41,0
SG1H.IDX,06-Apr-2021,258.74,267.56,258.74,264.18,0
SG1I.IDX,06-Apr-2021,104.33,107.88,104.33,106.52,0
SG1J.IDX,06-Apr-2021,174.41,180.76,174.27,176.28,0
SG2A.IDX,06-Apr-2021,528.93,546.97,528.34,533.95,0
SG2B.IDX,06-Apr-2021,328.64,339.85,328.27,331.76,0
SG2C.IDX,06-Apr-2021,483.65,500.07,483.1,488.24,0
SG2D.IDX,06-Apr-2021,91.75,94.97,91.75,94.5,0
SG2E.IDX,06-Apr-2021,8.52,8.82,8.52,8.78,0
SG2F.IDX,06-Apr-2021,31.18,31.85,30.98,31.69,0
SG2G.IDX,06-Apr-2021,94.03,97.99,93.45,97.68,0
SG2H.IDX,06-Apr-2021,6.97,7.27,6.93,7.25,0
SG2I.IDX,06-Apr-2021,35.5,37,35.28,36.88,0
SG2J.IDX,06-Apr-2021,127.87,132.25,127.87,130.56,0
SG3A.IDX,06-Apr-2021,750.7,777.46,750.7,772.78,0
SG3B.IDX,06-Apr-2021,5422.13,5615.4,5422.13,5581.65,0
SG3C.IDX,06-Apr-2021,456.75,463.36,455.93,457.58,0
SG3D.IDX,06-Apr-2021,7.74,7.85,7.72,7.75,0
SG3E.IDX,06-Apr-2021,84.78,86.01,84.63,84.94,0
SG3F.IDX,06-Apr-2021,110.81,115.08,110.58,112.72,0
SG3G.IDX,06-Apr-2021,41.89,43.5,41.8,42.61,0
SG3H.IDX,06-Apr-2021,303.04,314.15,301.88,307.7,0
SG3I.IDX,06-Apr-2021,321.44,333.66,321.27,325.16,0
SG3J.IDX,06-Apr-2021,623.4,645.62,623.4,641.74,0
SG4A.IDX,06-Apr-2021,249.88,257.76,248.19,251.2,0
SG4B.IDX,06-Apr-2021,329.41,338.85,329.41,333.13,0
SG4C.IDX,06-Apr-2021,74.19,76.32,74.19,75.03,0
SG4D.IDX,06-Apr-2021,134.73,138.31,134.73,135.97,0
SG4E.IDX,06-Apr-2021,81.62,84.24,81.56,82.32,0
SG4F.IDX,06-Apr-2021,322.5,331.96,321.38,324.39,0
SG4G.IDX,06-Apr-2021,179.29,180.44,178.32,179.29,0
SG4H.IDX,06-Apr-2021,96.78,97.4,96.25,96.78,0
SG4I.IDX,06-Apr-2021,123.37,124.35,122.89,123.56,0
SG4J.IDX,06-Apr-2021,87.16,90.48,87.12,88.17,0
SG5A.IDX,06-Apr-2021,253.62,259.31,251.72,256.4,0
SG5B.IDX,06-Apr-2021,373.24,381.63,370.45,377.34,0
SG5C.IDX,06-Apr-2021,1006.52,1016.88,1006.17,1014.78,0
SG5D.IDX,06-Apr-2021,128.1,129.41,128.05,129.15,0
SG5E.IDX,06-Apr-2021,876.85,885.83,876.54,884.05,0
SG5F.IDX,06-Apr-2021,466.53,472.05,465.34,466.54,0
SG5G.IDX,06-Apr-2021,25.05,25.35,24.99,25.05,0
SG5H.IDX,06-Apr-2021,274.26,277.48,273.56,274.27,0
SG5I.IDX,06-Apr-2021,215.25,221.71,215.22,217.88,0
SG5J.IDX,06-Apr-2021,464.73,475.17,461.25,469.83,0
SG6A.IDX,06-Apr-2021,643.51,662.76,643.44,651.39,0
SG6B.IDX,06-Apr-2021,211.53,217.07,211.53,216.56,0
SG6C.IDX,06-Apr-2021,1528.02,1568.04,1528.02,1564.36,0
SG6D.IDX,06-Apr-2021,172.83,174.05,169.91,170.52,0
SG6E.IDX,06-Apr-2021,14.27,14.37,14.03,14.08,0
SG6F.IDX,06-Apr-2021,21.01,21.16,20.66,20.73,0
SG6G.IDX,06-Apr-2021,293.17,294.97,289.05,293.73,0
SG6H.IDX,06-Apr-2021,169.6,170.64,167.21,169.93,0
SG6I.IDX,06-Apr-2021,307.36,309.24,303.03,307.95,0
SG6J.IDX,06-Apr-2021,163.33,168.23,163.31,165.33,0
SG7A.IDX,06-Apr-2021,11.77,11.85,11.71,11.83,0
SG7B.IDX,06-Apr-2021,89.65,90.11,89.03,89.92,0
SG7C.IDX,06-Apr-2021,447.29,454.94,447.29,451.53,0
SG7D.IDX,06-Apr-2021,190.01,193.13,190.01,191.69,0
SG7E.IDX,06-Apr-2021,2079.08,2113.27,2079.04,2097.45,0
SG7F.IDX,06-Apr-2021,424.65,427.04,423.89,425.34,0
SG7G.IDX,06-Apr-2021,298.71,300.45,298.23,299.25,0
SG7H.IDX,06-Apr-2021,3269.76,3288.82,3264.51,3275.68,0
SG7I.IDX,06-Apr-2021,141.56,142.41,141.15,141.94,0
SG7J.IDX,06-Apr-2021,154.86,155.22,153.35,154.89,0
SG8A.IDX,06-Apr-2021,117.84,120.18,114.89,114.99,0
SG8B.IDX,06-Apr-2021,3.79,3.86,3.69,3.69,0
SG8C.IDX,06-Apr-2021,7.18,7.32,7,7,0
SG8D.IDX,06-Apr-2021,260,269.33,260,268.42,0
SG8E.IDX,06-Apr-2021,206.18,213.58,206.18,212.85,0
SG8F.IDX,06-Apr-2021,402.54,416.98,402.54,415.57,0
SG8G.IDX,06-Apr-2021,175.26,177.55,175.25,176.96,0
SG8H.IDX,06-Apr-2021,419.74,425.25,419.73,423.82,0
SG8I.IDX,06-Apr-2021,1917.78,1942.91,1917.71,1936.39,0
SG8J.IDX,06-Apr-2021,1549.09,1558.4,1544.67,1553.28,0
SG9A.IDX,06-Apr-2021,49.31,50.45,49.31,49.71,0
SG9B.IDX,06-Apr-2021,84.49,86.45,84.49,85.18,0
SG9C.IDX,06-Apr-2021,474.41,485.69,474.41,479.14,0
SG9D.IDX,06-Apr-2021,327.26,334.55,327.26,330.04,0
SG9E.IDX,06-Apr-2021,3551.13,3630.14,3551.09,3581.28,0
SG9F.IDX,06-Apr-2021,193.61,198.25,193.61,195.38,0
SG9G.IDX,06-Apr-2021,65.9,67.37,65.9,66.4,0
SG9H.IDX,06-Apr-2021,575.79,588.64,575.78,580.14,0
SG9I.IDX,06-Apr-2021,215.85,223.39,215.78,218.03,0
SG9J.IDX,06-Apr-2021,225.55,231.18,225.55,227.77,0
SGAA.IDX,06-Apr-2021,1876.98,1893.12,1876.16,1884.98,0
SGAB.IDX,06-Apr-2021,1895.49,1907.52,1893.54,1899.71,0
SGAC.IDX,06-Apr-2021,5861.18,5904.43,5851.08,5888.8,0
SGAD.IDX,06-Apr-2021,5916.92,5949.88,5906.95,5934.81,0
SGCC.IDX,06-Apr-2021,268.61,274.83,268.61,271.07,0
SGCR.IDX,06-Apr-2021,156.51,160.04,156.51,159.68,0
SGDO.IDX,06-Apr-2021,159.05,159.17,158.54,158.83,0
SGIA.IDX,06-Apr-2021,176.03,178.74,176.03,176.29,0
SGIB.IDX,06-Apr-2021,1536.79,1543.73,1530,1534.62,0
SGID.IDX,06-Apr-2021,1459.35,1475.66,1446.92,1465.47,0
SGIF.IDX,06-Apr-2021,291.19,291.19,286.84,288.39,0
SGIR.IDX,06-Apr-2021,148.97,152.14,148.96,151.84,0
SGJ.IDX,06-Apr-2021,197.48,203.82,197.33,199.18,0
SGK.IDX,06-Apr-2021,383.16,388.27,383.16,384.94,0
SGLN.IDX,06-Apr-2021,359.68,363.3,359.45,362.07,0
SGMA.IDX,06-Apr-2021,242.22,247.38,242.22,246.89,0
SGME.IDX,06-Apr-2021,1810.86,1815.19,1801.05,1806.78,0
SGMU.IDX,06-Apr-2021,1447.65,1455.99,1447.65,1454.03,0
SGON.IDX,06-Apr-2021,477.76,478.23,476.34,477.2,0
SGP.IDX,06-Apr-2021,2288.55,2315.03,2288.39,2309.8,0
SGPA.IDX,06-Apr-2021,265.54,271.53,265.54,270.93,0
SGPG.IDX,06-Apr-2021,178.59,181.23,178.59,180.01,0
SGPP.IDX,06-Apr-2021,58.3,59.56,58.3,58.74,0
SGPR.IDX,06-Apr-2021,53.46,54.25,53.46,53.88,0
SGPT.IDX,06-Apr-2021,105.72,108.01,105.72,106.53,0
SGQA.IDX,06-Apr-2021,725.42,748.41,722.99,730.52,0
SGQB.IDX,06-Apr-2021,216.09,223.37,215.87,218.29,0
SGQC.IDX,06-Apr-2021,197.91,204,197.17,199.38,0
SGQD.IDX,06-Apr-2021,779.75,803.76,776.83,785.52,0
SGQE.IDX,06-Apr-2021,213.32,215.73,213.25,215.25,0
SGQF.IDX,06-Apr-2021,2005.76,2028.38,2005.14,2023.9,0
SGQG.IDX,06-Apr-2021,458.49,467.6,458.49,462.77,0
SGQH.IDX,06-Apr-2021,197.59,201.31,197.59,199.23,0
SGQI.IDX,06-Apr-2021,2162.03,2202.67,2162,2179.94,0
SGQJ.IDX,06-Apr-2021,184.12,189.95,183.5,185.41,0
SGRC.IDX,06-Apr-2021,139.31,142.01,139.31,141.84,0
SGRE.IDX,06-Apr-2021,103.07,105.07,103.07,104.95,0
SGRG.IDX,06-Apr-2021,29.54,29.98,29.54,29.78,0
SGRM.IDX,06-Apr-2021,164.74,165.25,164.16,165.25,0
SGRT.IDX,06-Apr-2021,85.98,87.09,85.96,86.49,0
SGSA.IDX,06-Apr-2021,1209.96,1237.79,1209.96,1231.78,0
SGSB.IDX,06-Apr-2021,84.96,86.7,84.86,86.3,0
SGSC.IDX,06-Apr-2021,799.15,815.56,798.18,811.76,0
SGSD.IDX,06-Apr-2021,560.89,568.03,560.89,563.27,0
SGSE.IDX,06-Apr-2021,203.81,208.53,203.81,205.67,0
SGSF.IDX,06-Apr-2021,472.08,478.09,472.08,474.08,0
SGSG.IDX,06-Apr-2021,5169.35,5235.22,5169.35,5191.31,0
SGSH.IDX,06-Apr-2021,156.21,160,155.68,159.57,0
SGSJ.IDX,06-Apr-2021,9.77,10.01,9.74,9.98,0
SGSK.IDX,06-Apr-2021,91.98,94.22,91.67,93.97,0
SGSM.IDX,06-Apr-2021,183.88,186.61,183.88,185.58,0
SGSN.IDX,06-Apr-2021,2012.12,2041.96,2012.08,2030.66,0
SGSO.IDX,06-Apr-2021,416.52,428.42,416.39,417.63,0
SGSP.IDX,06-Apr-2021,1004.53,1033.21,1004.22,1007.19,0
SGSQ.IDX,06-Apr-2021,2696.1,2773.08,2695.27,2703.24,0
SGSR.IDX,06-Apr-2021,419.33,425.61,416.62,417.64,0
SGSS.IDX,06-Apr-2021,7.54,7.65,7.49,7.51,0
SGST.IDX,06-Apr-2021,82.6,83.84,82.07,82.27,0
SGSU.IDX,06-Apr-2021,217.89,223.76,217.46,221.73,0
SGSV.IDX,06-Apr-2021,67.03,68.84,66.9,68.21,0
SGSW.IDX,06-Apr-2021,143.23,147.08,142.94,145.75,0
SGSX.IDX,06-Apr-2021,435.37,442,435.37,439.55,0
SGT.IDX,06-Apr-2021,2233.36,2281.61,2233.33,2250.41,0
SGTR.IDX,06-Apr-2021,283.25,289.55,283.23,288.91,0
SGV.IDX,06-Apr-2021,322.74,324.08,321.2,323.02,0
SGWT.IDX,06-Apr-2021,172.53,175.75,172.52,174.5,0
SGX.IDX,06-Apr-2021,464.33,475.08,464.33,468.57,0
SGY.IDX,06-Apr-2021,418.68,429.65,418.68,428.64,0
SHTR.IDX,06-Apr-2021,2030.96,2038.11,2019.21,2022.82,0
SIDO.IDX,06-Apr-2021,2142.37,2145.75,2134.75,2144.55,0
SIFD.IDX,06-Apr-2021,94.59,97.29,79.72,81.08,0
SIFI.IDX,06-Apr-2021,97.29,98.64,97.29,98.64,0
SIIP.IDX,06-Apr-2021,101.69,101.72,101.43,101.45,0
SIIS.IDX,06-Apr-2021,106.88,106.91,106.53,106.55,0
SIIT.IDX,06-Apr-2021,126.4,126.44,126.08,126.1,0
SIOF.IDX,06-Apr-2021,94.59,94.59,94.59,94.59,0
SIOH.IDX,06-Apr-2021,97.29,97.29,95.94,95.94,0
SIPR.IDX,06-Apr-2021,1489.1,1489.1,1478.92,1483.35,0
SIRP.IDX,06-Apr-2021,131.98,132.3,131.53,132.29,0
SITH.IDX,06-Apr-2021,97.29,97.29,97.29,97.29,0
SITR.IDX,06-Apr-2021,749.06,751.65,746.51,749.45,0
SITW.IDX,06-Apr-2021,95.94,97.29,91.89,93.24,0
SIUT.IDX,06-Apr-2021,6.32,6.35,6.29,6.33,0
SJPA.IDX,06-Apr-2021,1842.12,1842.12,1807.88,1809.53,0
SJPB.IDX,06-Apr-2021,1996.69,1996.69,1956.27,1958.59,0
SJPC.IDX,06-Apr-2021,3409.5,3412.54,3344.51,3356.55,0
SJPD.IDX,06-Apr-2021,1681.24,1681.24,1649.9,1651.27,0
SJRI.IDX,06-Apr-2021,3155.65,3155.65,3077.5,3088.17,0
SJTR.IDX,06-Apr-2021,2903.72,2908.1,2847.67,2871.55,0
SKFD.IDX,06-Apr-2021,94.59,97.29,89.18,94.59,0
SKFI.IDX,06-Apr-2021,87.83,89.18,85.13,87.83,0
SKOF.IDX,06-Apr-2021,87.83,90.54,86.48,89.18,0
SKOH.IDX,06-Apr-2021,93.24,94.59,91.89,91.89,0
SKTH.IDX,06-Apr-2021,95.94,95.94,95.94,95.94,0
SKTR.IDX,06-Apr-2021,902.2,907.09,900.34,904.31,0
SKTW.IDX,06-Apr-2021,93.24,98.64,93.24,97.29,0
SLAC.IDX,06-Apr-2021,4964.97,5015.17,4964.97,4978.36,0
SLCN.IDX,06-Apr-2021,365.79,366.55,364.93,365.43,0
SLCT.IDX,06-Apr-2021,514.65,515.72,513.43,514.15,0
SLCU.IDX,06-Apr-2021,464.55,465.52,463.45,464.1,0
SLEE.IDX,06-Apr-2021,130.62,132.58,130.62,131.59,0
SLER.IDX,06-Apr-2021,56.47,57.28,56.47,56.85,0
SLEW.IDX,06-Apr-2021,1663.32,1677.64,1659.36,1660.72,0
SLFD.IDX,06-Apr-2021,80.76,100,80.76,92.3,0
SLFI.IDX,06-Apr-2021,80.76,80.76,80.76,80.76,0
SLOF.IDX,06-Apr-2021,88.46,88.46,88.46,88.46,0
SLOH.IDX,06-Apr-2021,92.3,96.15,92.3,96.15,0
SLPE.IDX,06-Apr-2021,1420.46,1430.54,1420.46,1430.26,0
SLPX.IDX,06-Apr-2021,181.53,183.51,181.49,182.29,0
SLRT.IDX,06-Apr-2021,63.1,64.05,63.1,63.57,0
SLTH.IDX,06-Apr-2021,96.15,100,96.15,100,0
SLTW.IDX,06-Apr-2021,65.38,69.23,65.38,65.38,0
SLUN.IDX,06-Apr-2021,14067.79,14125.95,14001.47,14041.27,0
SLUT.IDX,06-Apr-2021,17621.4,17830.19,17615.54,17743.77,0
SLV.IDX,06-Apr-2021,24.91,25.36,24.8,25.23,39251
SML.IDX,06-Apr-2021,1346.09,1357.43,1342.68,1343.93,288946900
SMPR.IDX,06-Apr-2021,1542.13,1545.99,1539.39,1543.25,0
SMRW.IDX,06-Apr-2021,9845.46,9918.19,9828.29,9842.5,0
SMSS.IDX,06-Apr-2021,11162.34,11225.65,11150.82,11202.49,0
SMTI.IDX,06-Apr-2021,1990.76,1995.65,1987.13,1992.11,0
SMTR.IDX,06-Apr-2021,269.55,275.27,269.53,274.73,0
SNCH.IDX,06-Apr-2021,161.86,163.04,161.83,162.69,0
SNCT.IDX,06-Apr-2021,217.79,219.49,217.79,219.03,0
SNER.IDX,06-Apr-2021,74.88,75.74,74.88,75.46,0
SNNE.IDX,06-Apr-2021,3603.49,3626.82,3603.23,3618.11,0
SNNT.IDX,06-Apr-2021,4809.36,4842.08,4809.36,4838.68,0
SNRE.IDX,06-Apr-2021,2353.88,2373.44,2349.81,2357.88,0
SNRT.IDX,06-Apr-2021,83.73,84.7,83.73,84.38,0
SNRU.IDX,06-Apr-2021,2765.18,2792,2761.91,2773.46,0
SNTE.IDX,06-Apr-2021,230.49,232.3,230.49,231.75,0
SNUI.IDX,06-Apr-2021,149.6,151.32,149.6,150.75,0
SP500.IDX,06-Apr-2021,4075.57,4086.23,4068.14,4073.94,2124244000
SPAA.IDX,06-Apr-2021,83.51,84.64,83.39,84.39,0
SPAB.IDX,06-Apr-2021,112.07,113.15,111.91,112.92,0
SPAC.IDX,06-Apr-2021,63.52,64.47,63.51,64.27,0
SPAD.IDX,06-Apr-2021,1693.04,1721.3,1688.45,1715.68,0
SPEE.IDX,06-Apr-2021,191.92,193.1,191.92,192.94,0
SPER.IDX,06-Apr-2021,1781.67,1811.4,1776.84,1805.5,0
SPEY.IDX,06-Apr-2021,190.16,191.65,189.97,191.45,0
SPFD.IDX,06-Apr-2021,65.62,93.75,65.62,87.5,0
SPFI.IDX,06-Apr-2021,93.75,96.87,93.75,96.87,0
SPIN.IDX,06-Apr-2021,321.58,331.92,319.77,329.74,0
SPIR.IDX,06-Apr-2021,244.23,252.08,242.85,250.42,0
SPLR.IDX,06-Apr-2021,881.25,909.58,876.3,903.61,0
SPOF.IDX,06-Apr-2021,84.37,84.37,81.25,84.37,0
SPOH.IDX,06-Apr-2021,75,81.25,75,78.12,0
SPPR.IDX,06-Apr-2021,910.63,915.39,906.69,908.16,0
SPRL.IDX,06-Apr-2021,146.1,148.19,146.1,146.75,0
SPRT.IDX,06-Apr-2021,3222.79,3276.57,3214.05,3265.89,0
SPTH.IDX,06-Apr-2021,78.12,84.37,78.12,84.37,0
SPTW.IDX,06-Apr-2021,87.5,100,87.5,93.75,0
SPUS.IDX,06-Apr-2021,205.52,206.16,205.07,206.01,0
SPXT.IDX,06-Apr-2021,8452.92,8475,8437.58,8449.54,0
SQTR.IDX,06-Apr-2021,3915.09,3919.78,3876.88,3903.22,0
SRFI.IDX,06-Apr-2021,577.22,578.72,574.07,576.59,220879400
SRIC.IDX,06-Apr-2021,5374.61,5404.75,5357.71,5388.18,0
SRIE.IDX,06-Apr-2021,5666.42,5675.75,5635.54,5664.24,0
